objid,ra,dec,u,g,r,i,z,class
1237648720159047682,184.66237895012,-1.02620671688799,18.71628,18.41223,17.92588,17.64777,17.28087,QSO
1237648720151576587,167.593306572664,-0.92904455316592,19.10832,18.87219,18.53382,18.35899,18.08469,QSO
1237648720144957634,152.565598169568,-1.01056159121211,19.57789,19.38586,18.73525,18.23985,18.11168,QSO
1237648720144892014,152.340501484478,-1.00032860146278,19.50577,19.19957,18.69094,18.262,18.10605,QSO
1237648705667137626,220.698194412618,0.925568623312512,19.26419,18.89367,18.36546,17.99004,17.78742,QSO
1237648705659732085,203.710151221072,1.03856844517607,18.97878,18.62867,17.99067,17.61255,17.32502,QSO
1237648705136427233,234.796505065095,0.433531130461535,18.9181,18.59233,18.14826,17.98924,17.55648,QSO
1237655368754200589,198.907350429507,60.7517437377159,18.77813,18.57195,18.06105,17.74766,17.4784,QSO
1237648704599425330,234.381412019753,0.0873870644338043,19.45843,19.14077,18.48274,18.06006,17.82727,QSO
1237648704597721146,230.515702518612,0.191206048511141,18.351,18.1392,17.69872,17.36864,17.22192,QSO
1237655369286877252,179.183841581589,61.7948491842815,18.25608,18.03871,17.72741,17.31253,17.29666,QSO
1237648704594903380,224.148321013802,0.126007126894826,18.82476,18.26169,17.62213,17.16926,16.95647,QSO
1237648704059670976,227.857258861288,-0.233363853202782,19.54566,18.98416,18.05171,17.57766,17.21029,QSO
1237648704050233371,206.247696306159,-0.266535075383599,17.6745,17.64639,17.55069,17.39896,17.38966,QSO
1237655369829580902,207.017033144473,60.5251709706699,17.77754,17.73604,17.61456,17.3866,17.44815,QSO
1237648703529943257,244.205742881264,-0.714010402372756,17.26298,17.05734,16.82287,16.54268,16.57585,QSO
1237655370360881197,180.131855344942,62.7270130222532,18.79951,18.59052,18.04609,17.64114,17.47017,QSO
1237648703505170603,187.61724131643,-0.733857022952259,19.1821,18.87277,18.29824,17.8763,17.64255,QSO
1237648702992810003,243.501275393886,-1.16835411434285,18.62403,18.58529,18.37602,18.18464,17.93867,QSO
1237648674532688079,245.090336769549,0.347051113203554,18.60858,18.3943,17.97889,17.67771,17.41788,QSO
1237655373040910453,254.85912314864,31.8195443830157,18.67391,18.13123,17.6235,17.22812,17.10686,QSO
1237651754533978349,149.838737979464,2.67505636316278,19.12758,18.41978,17.60781,17.17686,16.81195,QSO
1237655374109868390,247.823848082512,41.1733724323779,19.32502,18.74051,17.92983,17.55311,17.24372,QSO
1237655374654013782,259.45772587891,27.6700356655811,19.41194,18.96145,18.32377,17.96365,17.68423,QSO
1237655448734925034,181.658872955724,63.4418187736891,19.3134,18.95785,18.4145,18.05772,17.71715,QSO
1237651754545709250,176.636917179057,3.08526349003825,19.42093,18.9859,18.38917,17.95481,17.75846,QSO
1237651755076616290,162.883471551317,3.1610999600496,18.52237,18.07807,17.45347,17.03221,16.88737,QSO
1237655463768555601,184.344815490798,61.7745668857352,18.45982,18.40786,18.21616,17.82271,17.88825,QSO
1237655463769997446,191.075368327758,61.5761034399462,19.41916,18.77614,18.0275,17.58383,17.35298,QSO
1237651755081138375,173.359750590366,3.44838671992957,19.55887,19.42004,18.72002,18.3755,18.35553,QSO
1237651800163483701,157.153647331884,-0.720644921113026,17.87525,17.92148,17.65751,17.16298,17.23011,QSO
1237651818951934065,230.875311225814,0.72617790619713,18.92671,18.77532,18.25484,17.9146,17.78883,QSO
1237655464320303431,240.007336906007,47.4516494998816,19.41446,18.87964,18.15196,17.78643,17.60591,QSO
1237655464843673736,190.922184963008,62.4194108537699,19.00592,18.76305,18.38059,18.05803,17.97769,QSO
1237655464856322095,238.351098890892,49.1241528125672,17.93975,17.87924,17.71325,17.65978,17.35447,QSO
1237655465913286757,170.402093555583,62.6425527362792,18.63074,18.37967,17.72877,17.31939,17.08406,QSO
1237651823243952258,210.717226614843,4.99240721675493,19.46262,19.03795,18.3654,18.02475,17.70766,QSO
1237655468598820891,228.154804539918,1.47946643585191,17.62516,17.68112,17.59164,17.58325,17.29805,QSO
1237652599570497573,333.423377290236,-8.55046847547749,19.43731,18.96696,18.14383,17.62227,17.36262,QSO
1237652599575019536,343.856920792785,-9.35973980099369,18.46887,18.44951,18.10723,17.83318,17.61036,QSO
1237652600096948369,309.687842729882,-5.31897423597041,18.82514,18.45516,17.88998,17.53339,17.30812,QSO
1237652600102977660,323.491212671439,-7.20482709184313,18.30164,18.2286,18.11588,18.08035,17.86533,QSO
1237663716017897517,8.17811550036822,0.519701717952161,19.09921,19.00281,18.92055,18.88088,18.08307,QSO
1237661355932123281,179.500959857847,46.2848889077543,19.53439,19.28798,19.10431,18.73502,18.25655,QSO
1237661357544767496,186.183212156132,47.6319949756471,18.84071,18.668,18.61894,18.59134,18.15706,QSO
1237663783664287821,8.63225054882271,-0.22021188197961,18.26637,18.07151,18.08116,18.07754,17.58938,QSO
1237661361835474972,204.304811199487,46.0035715115354,19.00556,18.8352,18.93489,18.79328,18.20395,QSO
1237661361843535881,227.463346188722,39.0608276480982,19.15035,18.92434,18.72333,18.56216,18.1848,QSO
1237661362367561760,188.55553610874,47.8975512130501,17.52886,17.12131,16.83071,16.79801,16.39765,QSO
1237661362913017959,216.223628075627,44.0021852747096,18.93374,18.80515,18.51837,18.3509,17.89984,QSO
1237661381698388019,145.560638477371,33.9272559035252,19.03398,18.78506,18.89066,18.75132,18.36483,QSO
1237661381700091911,149.84000680351,35.5305631562566,18.70808,18.63505,18.57333,18.53111,18.18251,QSO
1237663784210464939,29.9413538216852,0.0892921982316893,19.17295,18.95799,18.88115,18.74129,18.35484,QSO
1237663784210792571,30.6430250863142,0.0504693165343257,18.68192,18.4647,18.40241,18.27632,17.79084,QSO
1237663784212299796,34.0440192289832,0.0939898305717069,19.08383,18.75998,18.50084,18.39224,18.06938,QSO
1237661387071947038,226.424118075796,49.5888821806085,19.39016,19.1617,18.91455,18.74015,18.3739,QSO
1237661387602198680,203.813356196937,56.3244607840342,19.01101,18.87555,18.87941,18.71458,18.33503,QSO
1237661387612881051,237.423772892952,44.0829360865675,18.55029,18.39173,18.2103,18.07792,17.71901,QSO
1237661388148047900,233.488077983278,47.02727461974,18.15668,17.96124,17.89612,17.85925,17.49455,QSO
1237661416059240503,189.795307816079,56.1828071091153,19.29651,19.20662,19.31804,19.18655,18.5129,QSO
1237661416595718296,188.296629072542,56.8017504080483,19.05259,18.72229,18.42578,18.24248,17.82577,QSO
1237663785280405653,21.121302383165,0.935562504737754,19.51717,19.23143,19.06064,18.88972,18.49241,QSO
1237661418210787423,206.746739582333,56.1178036816719,19.38431,19.18381,18.82983,18.6704,18.2693,QSO
1237661418745823374,199.778934239172,57.6702227919665,19.23792,19.2543,19.15322,19.07034,18.77692,QSO
1237661418747002973,204.487614573896,56.9420164793283,19.08361,18.83126,18.59328,18.57621,18.20656,QSO
1237661418747068419,204.588847287923,56.8164726638192,18.74977,18.75418,18.75302,18.69712,18.28473,QSO
1237661434317504583,214.288515028808,43.4073266188669,19.07726,18.9659,18.99477,18.95355,18.4898,QSO
1237663917885358271,145.224085190782,68.2640003726362,19.24246,19.16707,19.05314,19.02847,18.42289,QSO
1237661434320715794,223.398374460494,40.5174534046309,17.82761,17.59881,17.44865,17.3851,17.14578,QSO
1237663918419476694,133.04024047002,64.3272946847393,19.42852,19.1223,18.92136,18.764,18.28746,QSO
1237664091828781222,137.978653390979,28.5306386664238,19.3611,19.26705,19.19512,19.02865,18.5202,QSO
1237661434322157642,227.2873820796,38.9025344813272,18.45916,18.43798,18.55964,18.64121,18.23666,QSO
1237664130484076606,167.823561884356,13.5149950263394,19.52649,19.6807,18.88186,18.81667,18.44409,QSO
1237661434849853504,200.594496894419,46.7597918394276,17.44473,17.35277,17.41725,17.50047,17.13992,QSO
1237661434859290693,228.099157111895,39.0116831322597,18.99496,18.76181,18.76143,18.78188,18.14531,QSO
1237664289925169297,177.366552107665,14.3339643385598,17.5048,17.23833,17.20298,17.19045,16.57917,QSO
1237661463840161919,238.14757752792,32.5660899997082,18.90019,18.85713,18.75235,18.6298,17.81732,QSO
1237661464384373170,252.930777671297,22.0790238380639,19.52501,19.13675,18.98981,18.92743,18.50482,QSO
1237661465447497757,231.411996009622,37.8411400285555,19.11283,18.86235,18.56426,18.29087,17.92773,QSO
1237661811194593300,169.81720149132,11.0186543481562,17.83642,17.44947,17.29648,17.23028,16.72812,QSO
1237664336636936257,161.821392549359,34.072683631832,19.44368,19.20504,18.93483,18.77555,18.39124,QSO
1237661817636585646,198.582115131693,12.6015153068657,19.21995,19.12028,18.84375,18.61743,18.17436,QSO
1237664337717624843,180.978184859034,37.193691034812,18.30991,18.10287,18.09865,17.90742,17.51708,QSO
1237664338247680003,161.764056062826,35.2557875759131,19.11777,18.96222,18.99272,18.93312,18.21864,QSO
1237661849868107784,213.252222264206,40.2734808650472,18.80806,18.33901,18.15159,18.16528,17.49125,QSO
1237661849869418593,216.943688152132,39.2865716922877,19.25698,19.14805,18.98601,18.83649,18.35326,QSO
1237664667364622387,164.200769013253,37.080643621068,17.94209,17.51713,17.2891,17.24474,16.95551,QSO
1237664667887009926,128.455799448781,24.2201181597651,18.72689,18.52794,18.33121,18.21792,17.83954,QSO
1237661850938703886,204.446494338248,43.2345251377585,18.46614,18.32889,18.34188,18.29421,17.99026,QSO
1237661850942111814,214.548543260382,40.8196731851682,18.43294,18.15374,18.14713,18.08687,17.75175,QSO
1237661851457159331,147.787505248879,38.926788571768,19.27009,19.19221,19.05203,18.90859,18.36503,QSO
1237661851478982686,214.643686655243,41.2364622198267,18.8548,18.59215,18.44535,18.37368,18.00683,QSO
1237664672720617571,208.483320956647,34.8541810680727,18.50986,18.39394,18.42456,18.4184,18.19927,QSO
1237661872401743918,179.197956388056,44.6263294548672,18.99524,18.88733,18.85793,18.7075,18.29775,QSO
1237664817677140027,183.713025757532,36.5037368508134,19.45914,19.27491,18.94934,18.73777,18.40825,QSO
1237664818751799432,186.330454445727,37.3482435097352,19.3326,19.05047,18.36007,17.91872,17.47392,QSO
1237661874013601827,183.083452157566,45.8606213889903,17.07016,16.92772,16.85038,16.92562,16.67434,QSO
1237661949175201817,171.907386453313,11.6066999582038,18.61963,18.63335,18.34638,18.04158,17.42695,QSO
1237661949711941676,171.558613926806,12.007595394805,18.59047,18.35374,18.07945,17.98556,17.67204,QSO
1237661949728260316,209.718480568607,11.368898450045,19.5937,19.31428,19.11523,19.02589,18.6865,QSO
1237661951337234567,205.977424923523,12.854393458793,19.07842,18.84633,18.33371,18.16562,17.83066,QSO
1237661957219418192,195.715650524284,50.8084797070062,19.51579,19.20984,19.04114,18.94842,18.50081,QSO
1237661957762056216,215.366080918131,47.5032502432225,17.77392,17.52398,17.43113,17.46008,17.19045,QSO
1237661958831931407,202.893567840641,51.1638871408459,19.1626,18.91874,18.95221,18.91936,18.30201,QSO
1237661958833045689,206.909288472798,50.4895534848701,19.34854,19.17669,19.15326,19.06379,18.58987,QSO
1237664871901233324,152.23584361496,32.4271027694191,19.39867,19.23765,19.07733,18.85638,18.54243,QSO
1237661966358937711,192.809931860476,41.3959483186018,18.9561,18.78983,18.84576,18.80049,18.36371,QSO
1237665016310398987,159.531794371415,32.1409225565719,17.49045,17.43483,17.53877,17.62675,17.17269,QSO
1237661967962800169,171.992404931283,42.3779258285351,18.52129,18.41112,18.46459,18.47443,18.14429,QSO
1237661970653905009,196.949677353101,6.67761507970879,19.29438,19.05242,18.91197,18.83705,18.38911,QSO
1237665101137772620,215.418520775569,30.1226471105452,18.59821,18.366,18.33356,18.24847,17.96629,QSO
1237661972788936722,168.285257123809,8.17467576697093,18.37019,18.32486,18.18783,18.17003,17.68238,QSO
1237661972806762654,209.499270561697,7.83826340970415,19.38482,19.03749,18.70551,18.55609,18.29806,QSO
1237665102750351590,220.818389553295,30.0162904279703,19.4258,19.1221,19.02353,18.96681,18.49543,QSO
1237665103284797509,214.819642465907,32.0508164455004,17.2339,17.09043,17.08088,17.05361,16.81012,QSO
1237662193455071242,191.93105462324,41.3884950377319,18.71454,18.62041,18.6008,18.5685,18.14474,QSO
1237662193455202326,192.412770792098,41.3787679864477,17.84563,17.76185,17.81746,17.92299,17.38727,QSO
1237665126926319738,165.83812505406,32.3449313517603,19.53628,19.39428,19.37162,19.21075,18.88585,QSO
1237662193991811187,191.646498602356,41.6873683964401,19.31397,19.10304,18.68655,18.53068,18.29634,QSO
1237665126942310465,209.270342984695,31.3768442329782,18.89774,18.53554,18.33992,18.42625,17.94624,QSO
1237665126945980443,218.470831411108,29.0694242417609,18.91919,18.84334,18.85767,18.84159,18.11315,QSO
1237662193991942217,191.95728444479,41.7820075653938,19.21365,18.95085,18.56603,18.33258,17.9063,QSO
1237662193995612303,203.118784493361,40.5293419674121,19.18106,18.98807,18.89517,18.72603,18.40795,QSO
1237662194003148887,223.796949618918,34.9431100414092,18.61326,18.41754,18.34535,18.38483,18.01338,QSO
1237662194539167762,221.717098914358,36.2423117993084,19.14473,19.00757,18.80449,18.59298,18.23542,QSO
1237665129065021488,143.053407772512,28.1669890751836,18.3612,18.09761,17.89667,17.91972,17.41833,QSO
1237665129087631415,203.900326894284,34.0237939844541,18.86843,18.66961,18.65023,18.44273,18.0146,QSO
1237665129613754534,174.015226752154,35.449661587316,19.38565,19.11725,18.99858,19.01185,18.61129,QSO
1237662195072958596,213.715235100882,39.0835999688019,18.60445,18.45874,18.34284,18.35591,17.96515,QSO
1237665180055765029,208.845401376145,30.5568799018879,18.46059,18.34248,18.29448,18.20605,17.83348,QSO
1237648722835210456,166.019768260296,1.07701537420504,19.53405,18.42869,17.48757,16.94199,16.63466,QSO
1237655373577454010,254.752025585039,32.6216370724494,19.05598,17.76555,17.1068,16.66605,16.49347,QSO
1237648722831671501,157.953763776171,1.1229437407355,19.43271,17.92186,17.06431,16.5877,16.3089,QSO
1237648722830557410,155.430436928256,1.24121115198779,18.505,17.11228,16.31631,15.80802,15.54208,QSO
1237648722313871478,201.431245524869,0.695573128243778,18.50073,17.365,16.69804,16.31306,16.05459,QSO
1237648722299650281,169.050058065502,0.785716372939189,18.7089,17.70302,16.97562,16.52917,16.26424,QSO
1237648722297749519,164.581180840815,0.779978939701165,19.18236,18.74254,18.24886,17.83299,17.69429,QSO
1237655374112555049,252.289902542984,36.2238578022705,16.24845,14.41811,13.53479,13.05719,12.67025,QSO
1237648722292506678,152.685453306086,0.725364622374519,15.99244,16.06064,16.02849,15.68855,15.88149,QSO
1237655463232405506,187.514584171058,61.3179725985019,18.48875,18.04152,17.65044,17.28718,17.1767,QSO
1237648722290868413,148.883335757912,0.685764881807119,18.93802,18.53383,17.91109,17.45269,17.21952,QSO
1237655463772028943,200.642514855879,60.9516005322956,18.63006,17.99962,17.40455,16.88252,16.78502,QSO
1237648721789517834,229.985709140924,0.270729540732826,17.96332,17.67688,17.28063,16.77921,16.70825,QSO
1237655463776092317,217.545129520543,57.3672367609591,19.34056,18.1475,17.43979,17.09549,16.89732,QSO
1237655463776551084,219.293551373526,56.8982306613621,18.49128,17.28289,16.65462,16.19591,16.00209,QSO
1237655463780221108,231.196376780284,52.1330923169398,18.55509,18.17738,17.71622,17.32394,17.214,QSO
1237655464312111158,214.758915573969,58.6839817830601,18.44148,17.65284,16.90921,16.47521,16.18887,QSO
1237648721789124738,229.167574062978,0.250527501614573,17.23539,15.68065,14.80161,14.33601,13.99569,QSO
1237655464843804776,191.814372283309,62.4812827555654,17.93107,16.89099,16.19324,15.72143,15.47901,QSO
1237648721788731779,228.301698861995,0.327077752892677,19.01969,18.17097,17.34874,16.84795,16.5764,QSO
1237655465378381992,180.150771864286,62.9792007886831,19.26645,18.25837,17.44817,17.00924,16.72918,QSO
1237648721786175579,222.386272249172,0.376759279790296,18.29075,17.4184,16.90698,16.41706,16.26221,QSO
1237655465382641720,201.370080962729,61.9623575078213,18.37453,17.88966,17.47746,17.03859,16.96382,QSO
1237648721784078676,217.691769654114,0.247676491612405,17.57485,15.84286,14.92086,14.36317,14.10535,QSO
1237648721773396235,193.271895310878,0.265531925730658,18.85522,17.32976,16.63608,16.2192,15.957,QSO
1237655465916104903,184.576052162687,63.4717832690963,18.0192,16.98821,16.22168,15.72696,15.48891,QSO
1237648721764941858,173.92168767633,0.376473893792066,17.53092,17.49443,17.31958,16.95531,16.96785,QSO
1237655465922789404,216.100911712778,59.8834639665627,16.1186,16.01471,15.89284,15.57633,15.61918,QSO
1237648721763893275,171.526790070429,0.397203062151952,18.19703,17.98586,17.72167,17.37951,17.37598,QSO
1237655468063457352,231.594618903574,0.893937803920957,18.47521,17.84005,17.26354,16.80939,16.62564,QSO
1237648721756618867,154.901134960807,0.341591974188685,19.09322,18.5456,18.05705,17.59463,17.48582,QSO
1237655470207860926,224.679838326729,2.86592122126428,19.1806,18.47139,17.81553,17.41403,17.20248,QSO
1237655470211072444,232.035138601346,2.56505137620593,19.02989,18.50511,17.8521,17.42424,17.19109,QSO
1237655472356917294,246.484446822137,41.2861697170329,18.42734,17.29492,16.45024,15.98677,15.65208,QSO
1237648721748820184,137.111434869975,0.36038985753588,18.64317,18.0205,17.18748,16.72286,16.46822,QSO
1237655472899228376,255.972802417959,31.4417490132322,19.163,18.39386,17.4725,16.95531,16.67267,QSO
1237648721250025678,224.131891893354,-0.187264130347737,17.87607,17.84559,17.62115,17.02937,17.13209,QSO
1237655473434722785,254.326665024187,34.2768862098405,19.24665,18.44705,17.78982,17.28518,17.14615,QSO
1237648721249501392,222.845910690537,-0.107188826429377,18.73322,18.11011,17.49051,17.05561,16.84882,QSO
1237648721247207679,217.625909398927,-0.187525567649621,19.0425,18.41884,17.81388,17.35651,17.1349,QSO
1237648721231937747,182.824201721683,-0.0368033990414273,19.1663,18.48536,17.73448,17.25782,17.00974,QSO
1237648721229906020,178.145807236865,-0.0951951033812376,17.95263,17.72364,17.50208,17.10144,17.14914,QSO
1237655474506694774,252.363439275801,38.1566669549671,18.29004,17.72482,17.2014,16.64738,16.56686,QSO
1237648721225711805,168.541295241889,-0.135762549338569,19.4334,18.21591,17.39814,16.74413,16.52987,QSO
1237648721225056413,166.971519322619,-0.121576973457902,18.41063,17.42534,16.78015,16.3924,16.18304,QSO
1237648721219551336,154.388382115115,-0.0292469703871962,19.50942,17.5641,16.60739,16.10064,15.76186,QSO
1237655493835489404,211.311942622074,-2.98367579191486,17.6506,16.36579,15.58946,15.16914,14.85135,QSO
1237655493836538021,213.673277419707,-2.83075867142527,18.64505,17.32992,16.48511,16.02868,15.72991,QSO
1237655494371377387,209.074126999608,-2.51709265056253,19.44932,18.23882,17.35957,16.88854,16.71866,QSO
1237655494372622476,211.903907067771,-2.59607339368138,18.41701,17.66133,16.99159,16.52338,16.30728,QSO
1237655494373146855,213.018080877728,-2.55733769186333,18.8494,18.06647,17.45886,16.99217,16.78546,QSO
1237648720715448501,229.346792203599,-0.452564443836733,18.23643,17.70194,17.22798,16.79035,16.65556,QSO
1237655495978451113,200.917969912306,-1.46367206595638,17.95198,16.70988,15.99536,15.54525,15.29369,QSO
1237648720708370658,213.144476143494,-0.583351669008626,18.47429,17.85896,17.33373,16.91339,16.75325,QSO
1237648720701227047,196.80522287244,-0.600461294353707,17.25636,17.19468,16.89746,16.48072,16.49162,QSO
1237655495981727885,208.43180569968,-1.30038592786797,19.36692,18.23258,17.46257,17.00556,16.80775,QSO
1237648720698277967,190.14925921016,-0.488747576102832,18.82528,17.95323,17.50945,17.02048,16.95764,QSO
1237655498131505389,212.636931057484,-2.82254012463374,18.571,17.75644,16.97227,16.49977,16.21334,QSO
1237648720696573987,186.135009347644,-0.458721847427333,18.01916,17.66083,17.35971,17.07675,17.03887,QSO
1237655498662150163,198.364465946384,-2.54247148416032,18.47749,17.97564,17.37668,16.99035,16.75328,QSO
1237655498663133434,200.676993839671,-2.42280636675043,16.81351,16.83909,16.7127,16.30593,16.32483,QSO
1237655499198955616,198.27367461514,-2.17756655497177,16.87523,16.51321,16.0692,15.5658,15.45887,QSO
1237655499199348934,199.101577744001,-2.16253097783421,18.90229,18.10581,17.35086,16.89696,16.61276,QSO
1237655499199348942,199.102327388123,-2.09038376093532,19.25389,18.14427,17.34786,16.89832,16.62701,QSO
1237655499214225452,233.152992825262,-1.37011217353239,18.3332,17.92643,17.47328,16.93501,16.8152,QSO
1237655499736416568,199.680653146867,-1.72778704717192,18.68396,17.12201,16.2882,15.85229,15.59186,QSO
1237655499740676172,209.364052797285,-1.44444833233197,18.78263,18.32512,17.84694,17.44861,17.35453,QSO
1237648720678486104,144.941192139201,-0.489521815054884,18.19305,17.9076,17.3835,16.93246,16.77744,QSO
1237655501883637767,249.143383978571,41.4619988379355,19.16151,18.80613,18.29701,17.8423,17.93061,QSO
1237648720178512277,229.167366005891,-1.03680218258773,19.34807,18.36196,17.6171,17.17221,16.9141,QSO
1237655501889470786,257.912358766136,30.1676186625804,18.33155,17.034,16.33118,15.86871,15.61815,QSO
1237655501891240564,260.335372378223,26.6162277942861,18.75949,18.0806,17.47798,16.96741,16.79548,QSO
1237655502420181162,249.105915646058,42.2297010665634,17.92452,17.87525,17.67335,17.2236,17.28381,QSO
1237655502420246665,249.130370805913,42.0451537859609,17.43565,16.48499,15.81968,15.40105,15.13068,QSO
1237655502421622930,251.608722702598,39.4922702230606,17.30571,16.8276,16.41907,15.97711,15.83496,QSO
1237655502422278167,252.554264391363,38.3203479182957,19.28798,18.15711,17.27906,16.78785,16.48865,QSO
1237655502423196217,254.175304045188,36.5136462447482,19.40008,18.22872,17.50122,17.0056,16.76702,QSO
1237655502958428426,251.850435898739,39.9382971699513,19.4281,18.07788,17.20619,16.77486,16.49533,QSO
1237655502959804829,254.15410821747,37.2443304556689,19.01483,18.29197,17.78247,17.37796,17.24533,QSO
1237655502960001507,254.273616483517,36.8307446428102,19.21651,18.37721,17.63756,17.18383,16.96555,QSO
1237655502960525397,255.138670414812,35.8823361395474,17.56841,16.83363,16.19522,15.7777,15.5852,QSO
1237655502960590935,255.316988976119,35.829236769245,17.63515,17.2855,16.9784,16.72094,16.6398,QSO
1237655502960722245,255.503670927701,35.5775630563117,19.52715,18.82009,18.08031,17.62878,17.35469,QSO
1237655503497265549,255.507601772761,36.3660738683871,18.85211,18.4147,17.87355,17.4122,17.2916,QSO
1237648720164815017,197.905929868809,-0.959548214112781,19.2278,18.15158,17.44356,17.01971,16.81961,QSO
1237648720163569842,195.075260816468,-0.906920641925674,19.10305,18.39453,17.58418,17.07773,16.84145,QSO
1237648720163569760,195.096750342691,-0.908279476150027,18.12526,17.92961,17.61349,17.17268,17.14899,QSO
1237648720158982408,184.610235723334,-0.867007626080877,19.45879,18.45995,17.64818,17.14524,16.88387,QSO
1237652629638545523,7.16953170290644,-10.3625079168451,18.9462,18.73257,18.52475,18.53275,18.14047,QSO
1237651312682008958,263.012873925768,61.2977486589398,18.82905,18.598,18.34332,18.22453,17.74556,QSO
1237651312142975073,259.408122804312,65.9942633317878,17.34521,17.35126,17.22791,17.31987,16.83541,QSO
1237652899689922621,36.0715246984307,-9.43035074018252,18.04004,17.97364,17.9223,18.03085,17.5269,QSO
1237652899689922644,36.1212560467672,-9.31436290621469,18.52765,18.44592,18.19705,18.02671,17.60858,QSO
1237652899691233346,39.0086646998414,-9.00027676047256,19.29354,19.17296,19.0315,18.98137,18.49351,QSO
1237655463769276526,187.680862564801,61.806075112595,19.44204,19.2112,18.68262,18.44258,18.03422,QSO
1237652899698639120,56.025230500514,-7.12128473004705,19.35601,18.86312,18.40359,18.2843,17.74002,QSO
1237655464312176706,214.986034898986,58.5837169209182,17.91005,17.74557,17.36734,17.20389,16.88989,QSO
1237652900212506688,2.875769980773,-10.3982892357106,19.38607,19.23572,18.92413,18.81626,18.32608,QSO
1237655464317026352,231.350662330712,52.5349407096045,17.90314,17.87124,17.72776,17.70952,17.18441,QSO
1237655464840331441,174.367072458545,62.2979850280448,19.58402,19.20333,18.81041,18.63833,18.31237,QSO
1237655464842887171,187.005543675857,62.6633641652453,19.09027,18.74476,18.43283,18.37769,17.93705,QSO
1237655464848916542,214.926919412318,59.2165010410836,18.81284,18.62766,18.43186,18.37127,17.97692,QSO
1237652900236099752,57.3792990866379,-6.43917802969315,19.11513,18.88316,18.31185,18.03113,17.6088,QSO
1237655464857174218,240.296914145241,47.7526926668058,19.22338,18.85841,18.26365,17.91645,17.44156,QSO
1237652900754685966,15.3002814939382,-9.7502229998694,18.29478,18.11174,17.99514,17.97618,17.43627,QSO
1237652900769104145,48.5151484499955,-7.22687546479268,19.05568,18.72,18.03509,17.69627,17.21309,QSO
1237655465377595537,176.161130194035,62.8091724937328,19.38894,19.13019,18.6895,18.49569,17.99867,QSO
1237652900769628402,49.6043288630675,-7.15515605034008,19.38459,19.14405,18.72297,18.4944,18.04745,QSO
1237655465918267567,195.52663872175,63.0235559799863,19.35023,18.99749,18.57722,18.53049,18.14663,QSO
1237652901825151136,7.70514081465227,-9.02604970639379,19.45272,19.21936,19.03488,19.00012,18.55209,QSO
1237652901838716932,38.8422364505664,-7.40770607572689,18.78697,18.72769,18.64248,18.56351,18.12746,QSO
1237652901843370164,49.5629970612532,-6.18893617347856,19.58744,19.43514,18.9224,18.75152,18.23409,QSO
1237655468597051441,224.135884089199,1.56356720421992,18.29617,18.34836,18.29594,18.29174,17.65564,QSO
1237652936183382436,323.87826785564,-6.65219881034735,19.35503,19.40457,19.05135,18.88849,18.09616,QSO
1237652942096957698,349.239722851488,13.5276680141736,18.74784,18.61239,18.5317,18.55945,17.78671,QSO
1237652942625046555,328.655047629479,11.5986428044745,18.26469,18.12971,18.0283,18.02723,17.5519,QSO
1237655470209106036,227.532437495219,2.7753409635625,18.74553,18.6175,18.30963,18.19521,17.57062,QSO
1237655471824240805,253.304526244933,33.3571270852987,18.93144,18.82896,18.60455,18.61263,18.20268,QSO
1237652942626423036,331.816207530891,12.1834116123672,19.456,19.27195,18.52835,18.18693,17.61683,QSO
1237652943699181613,329.418340052998,12.6812656393857,19.07255,18.96816,18.79302,18.69002,18.29461,QSO
1237651252055572637,253.081344933309,40.2369414336357,19.13399,19.22428,18.81931,18.62399,18.06718,QSO
1237652944242671820,344.898720122513,14.8627768464421,19.25535,18.97656,18.58401,18.48293,18.03419,QSO
1237652944784457932,356.487963859943,16.0412483281912,19.37848,19.21547,18.7919,18.71619,18.01667,QSO
1237652946914574406,358.890589768352,-10.5322190948841,19.02657,18.54746,18.32415,18.30439,17.96609,QSO
1237652946914836605,359.517365817544,-10.5182437970603,19.19843,19.04816,18.23475,17.79152,17.22621,QSO
1237655473975197973,259.862852506045,27.576446008617,19.0726,18.89912,18.54677,18.36254,17.91551,QSO
1237652946921062523,13.961487386857,-10.3182478081078,18.88752,18.60301,18.37464,18.35164,17.65331,QSO
1237652947452100688,0.456355045861116,-10.0477210027351,19.17652,19.12856,18.92079,18.87299,18.33283,QSO
1237652947988119667,358.418583354447,-9.61918848136898,19.51558,19.43761,19.21579,19.14846,18.65816,QSO
1237652947988775000,359.972674998022,-9.6154538293267,19.38195,19.16461,18.70602,18.51153,18.1192,QSO
1237655495983562884,212.529704195221,-1.3340926357811,19.25201,19.08581,18.8748,18.86192,18.25808,QSO
1237652947990413425,3.75992348135955,-9.74421448759163,18.99826,19.01399,18.81623,18.71418,18.14986,QSO
1237652947991986241,7.4181585668281,-9.72599397302982,19.45512,19.2643,19.02245,18.99764,18.54033,QSO
1237652947995394051,15.3042974940871,-9.46170706738118,16.43014,16.29112,16.3153,16.42745,15.90336,QSO
1237652949069529321,16.2487765887645,-8.69509271700638,19.42477,19.13886,18.48054,18.1626,17.67585,QSO
1237652949070381163,18.1620085140547,-8.58389712207117,18.6957,18.53871,18.22477,18.07438,17.45833,QSO
1237653436545040497,347.279026851596,-10.1437260819583,18.58444,18.4705,18.30856,18.28168,17.74065,QSO
