objid,ra,dec,u,g,r,i,z,class
1237648703523782905,230.024563050042,-0.634309682871488,19.54478,19.25223,19.34665,19.2,18.82445,QSO
1237648704595296579,225.079513283898,0.0469655071625423,19.40581,19.22081,18.71017,18.44879,17.89048,QSO
1237648705132888168,226.62182796481,0.595329064636711,18.96363,18.67637,18.47234,18.41949,17.96547,QSO
1237649920044564585,27.0584927114859,14.1481225705464,19.3357,19.18638,18.96955,18.87539,18.23789,QSO
1237651272434516116,168.41717579245,66.3431575017949,19.27409,19.10486,18.70957,18.37887,18.02596,QSO
1237651272970666066,164.005014923111,66.1273972404466,19.37916,19.08418,18.74,18.4968,18.03878,QSO
1237651496832336132,120.392823813578,47.3832401033245,19.16133,18.81584,18.53808,18.4897,17.94284,QSO
1237651537634459744,162.523479260095,64.9487325602248,18.99713,18.71324,18.53308,18.56166,18.26762,QSO
1237651539261194318,239.073282173418,55.139194345687,16.96616,16.85926,16.88287,16.92898,16.48248,QSO
1237651735782031608,237.209174413322,0.930301327289405,19.24612,19.03793,18.90368,18.85078,18.28737,QSO
1237651736282792046,154.795169890433,2.08304855226791,19.23989,19.05622,18.92154,18.89083,18.58935,QSO
1237651753470722145,173.697466119461,2.11105833472207,19.47103,19.27706,19.17428,19.11175,18.61748,QSO
1237651754548134056,182.174158079084,2.92801839798602,19.54723,19.25048,19.0819,18.94674,18.56676,QSO
1237651755091951648,198.002062698327,3.29211363297768,18.96962,18.58417,18.47353,18.35672,18.34713,QSO
1237651801773703339,156.261449065893,0.524102148793971,19.44756,19.24045,18.61061,18.33903,17.81988,QSO
1237651822707212426,211.01939386593,4.61631536525323,19.50314,19.08244,18.59251,18.34272,17.8862,QSO
1237651823250047187,224.747308534883,4.27051463843497,19.30114,18.63506,18.05463,17.63392,17.28532,QSO
1237652899686580241,28.35065897223,-10.0096567147335,17.55897,17.51949,17.59381,17.6968,17.12317,QSO
1237652900770676892,52.0941179862041,-6.72666855909946,19.52157,19.28345,19.10452,18.94392,18.50206,QSO
1237652901297586185,29.1168444502194,-8.70247138728254,18.44497,18.21486,18.19762,18.13322,17.79946,QSO
1237652901304533008,45.0891766320489,-7.24968605215563,17.24653,16.95065,17.02889,16.98607,16.64518,QSO
1237652901306499242,49.6711523833674,-6.67914778939803,19.2711,19.13877,18.72663,18.43768,18.0342,QSO
1237652901308006638,52.9944405962306,-6.12448089302088,19.23166,18.88378,18.20484,17.83569,17.37669,QSO
1237652937792356458,316.712974510205,9.15999794467248,17.78971,17.60167,17.64261,17.6137,17.11403,QSO
1237652942632386695,345.703658533802,13.7648519390561,19.23088,18.93486,18.81944,18.70955,18.09688,QSO
1237652942633894037,349.348999066603,13.9847842070454,18.46874,18.23631,18.30714,18.21276,17.61942,QSO
1237652944246603823,354.125250755604,15.5272871841223,18.84444,18.72245,18.69125,18.58033,18.16144,QSO
1237652944250208447,2.78661064701043,15.6812346253935,19.27186,19.01145,18.66231,18.49123,18.05546,QSO
1237652944771023460,324.984086270329,12.8413398858605,19.05054,18.86457,18.65326,18.38824,18.0151,QSO
1237653471443812377,43.0231505736062,-7.96376773335734,18.95446,18.798,18.61619,18.48415,17.94245,QSO
1237653652918173737,22.4446363398482,15.0825663162781,18.3443,18.10577,18.02469,17.97646,17.31545,QSO
1237654028713525386,161.407513851851,1.3427318528573,19.3039,19.0548,18.71577,18.59443,18.27665,QSO
1237654029790085197,167.90906758856,2.22546067104751,18.56222,18.34623,18.14037,18.13373,17.82378,QSO
1237654030328332386,170.942690695196,2.66024550668826,19.15862,18.84803,18.5696,18.47327,18.09245,QSO
1237654383587033281,132.493683260798,50.9136955333842,19.33123,19.0004,18.70742,18.64913,18.28437,QSO
1237654390570877047,129.790303395536,47.4169697501551,18.88078,18.72948,18.46007,18.32399,17.87019,QSO
1237654599949942970,143.538235031684,2.5436352109436,19.5328,19.18025,18.85067,18.59965,18.35209,QSO
1237654601556230518,133.62365909427,3.32647270618769,19.5323,19.30755,19.02544,18.8393,18.37983,QSO
1237654605326254188,161.270147982696,4.56702993077919,19.15141,18.94535,18.78741,18.68492,18.41956,QSO
1237654606938767440,165.656876239277,5.86749629403889,18.60579,18.31944,18.13897,18.08436,17.86447,QSO
1237654626789556332,120.905884617703,36.7346053226417,18.92131,18.67453,18.65084,18.69333,18.13085,QSO
1237654651493941254,135.108193845683,46.8341772717778,18.69238,18.58849,18.71431,18.7513,18.18385,QSO
1237654651494137892,135.68452693522,47.1140585666403,18.05645,17.82969,17.87673,17.87178,17.52791,QSO
1237654652568535144,136.505525050055,48.8635392574557,17.59502,17.42502,17.60265,17.61588,17.05392,QSO
1237654653106585777,139.467074719367,50.8296613916128,19.2318,18.94925,18.81883,18.55758,18.1786,QSO
1237654653635985569,121.79588911216,39.0721713004775,18.93849,18.92334,18.86932,18.84002,18.26726,QSO
1237654880733560899,207.08108329473,5.03471111654799,18.55805,18.37021,18.41383,18.35249,17.91302,QSO
1237654881275609308,218.891942550937,4.87885485347964,19.11032,19.02034,18.94454,18.76988,18.33546,QSO
1237654950526320871,245.757744674521,51.2622553198697,19.30366,19.1456,18.83963,18.60398,18.202,QSO
1237655107824517179,128.062962406692,42.9375104050761,19.08728,18.78531,18.6133,18.48088,18.1432,QSO
1237655109449023595,172.512499595703,60.4412331356169,19.45152,19.16969,18.95231,18.77662,18.42559,QSO
1237655368753283219,194.953143038175,61.1733224055873,19.36982,19.09635,19.15228,19.07457,18.62626,QSO
1237655370370580542,223.611705592626,56.7387958814486,18.19763,18.05535,18.16519,18.14988,17.78815,QSO
1237655463768686629,184.88332619197,61.6923640395791,18.7204,18.63049,18.43736,18.4628,18.04293,QSO
1237655494372491461,211.597109780115,-2.4620431786242,19.47755,18.73754,18.17624,17.99952,17.5089,QSO
1237655498125213846,198.293371500602,-2.85425078930542,18.4045,18.19904,18.18234,18.15594,17.76905,QSO
1237655499214422282,233.550980841825,-1.42866748021418,19.08632,18.84006,18.70453,18.5719,18.07455,QSO
1237655742405345456,218.338007962247,5.21217821272764,19.13039,18.94979,18.56991,18.38911,17.98532,QSO
1237655742412292110,234.053316443955,3.71273629103705,18.25107,18.10125,17.96484,17.89973,17.46932,QSO
1237656240623059157,331.60005762546,11.5283841592721,19.56937,19.3331,19.1778,18.95902,18.52007,QSO
1237656537514115277,339.461879896618,-9.79171332479202,19.00354,18.76238,18.45978,18.27503,17.77558,QSO
1237656496724574380,0.692449881667244,15.9988516049914,19.49714,19.27724,19.17414,19.14259,18.53063,QSO
1237656495652012165,3.43721976247542,15.0199613585702,19.10855,18.76271,18.56497,18.44916,17.91196,QSO
1237656495115993113,5.4552200665529,14.7848051258308,18.57229,18.27231,18.37017,18.33723,17.95054,QSO
1237656568119558267,329.607854549677,-0.301320807871213,18.11853,17.70713,17.41185,17.28788,16.70046,QSO
1237656243308200294,333.138856904484,13.7225940871482,19.37294,18.90322,18.71054,18.57157,18.19091,QSO
1237656906346135621,339.59692665466,-0.952280826981972,18.08491,18.02669,18.01242,18.04081,17.49493,QSO
1237656240624173384,334.194099454292,11.7583474820274,19.43008,19.05827,18.75103,18.55325,18.2064,QSO
1237657070087962632,33.2483025792691,-0.508177418562995,18.12298,17.83477,17.8772,17.6806,17.27046,QSO
1237655743477645340,214.986064268872,6.10745548189765,19.10203,18.88137,18.99551,18.99882,18.45139,QSO
1237655691940266222,222.17522431894,-2.28269625995294,18.96563,18.57343,18.29873,18.2246,17.9387,QSO
1237655504571990045,257.716446536402,34.9085313968168,18.52427,18.35241,18.32222,18.32181,18.05157,QSO
1237657189814960639,322.318865727672,-0.842249196493635,19.34648,19.14188,19.03258,18.93581,18.4238,QSO
1237655499201052717,203.097629567586,-2.10682158845736,18.6254,18.32459,18.14077,18.1491,17.63774,QSO
1237655472358555761,249.572871440301,38.3805317383032,17.23984,17.11792,17.13557,17.24454,16.79441,QSO
1237655469673546044,230.475247151024,2.18888306456006,19.55387,19.18222,18.35571,17.91959,17.45308,QSO
1237655469137264841,231.842292134451,1.85536399844195,18.55973,18.36058,18.22745,18.15074,17.73857,QSO
1237655463238631530,214.929195706272,57.6994838434629,19.58164,18.93733,18.53709,18.30971,17.84774,QSO
1237657242431913986,136.344975738418,42.9560714111056,18.82611,18.65333,18.65574,18.70593,18.14713,QSO
1237657242972454960,146.01841591458,48.1129185819094,18.27782,18.13694,18.1627,18.1602,17.84723,QSO
1237655374111637577,250.944679013779,37.9937162672421,17.23754,17.01849,16.9857,16.93706,16.66559,QSO
1237655369821913186,170.149687781158,61.5404011338278,19.21679,18.86824,18.5237,18.34079,17.95643,QSO
1237657590313975814,150.557841993047,49.4930247741795,18.77782,18.67119,18.71691,18.67552,18.19165,QSO
1237657590850388094,148.938052623149,49.4178638658098,19.09116,18.76963,18.52578,18.34894,17.99932,QSO
1237655348893712504,243.479572546409,45.679676109673,19.33857,19.21245,18.98505,18.77273,18.31517,QSO
1237655348356841743,242.984566069532,45.2697165810643,19.27519,19.11638,18.81733,18.63611,18.08618,QSO
1237655126629285923,206.159889793198,5.61984682060689,18.54313,18.26244,18.31977,18.20844,17.84298,QSO
1237655123939557379,193.687313564491,3.839116488678,18.48053,18.35992,18.27758,18.11946,17.78761,QSO
1237655108918640667,202.19077319069,59.423989123985,19.14946,18.98507,19.01505,18.96508,18.57642,QSO
1237655108917854316,198.731364000939,59.8858443614426,19.51657,19.31759,18.92697,18.76286,18.33659,QSO
1237655108912742513,175.20580735051,60.2309359934947,18.48499,18.33817,18.375,18.29772,17.90083,QSO
1237655107832250563,148.934456286022,54.185779483693,19.57015,19.31895,19.15639,19.04971,18.70943,QSO
1237657627893760055,117.715508547174,24.9025963610062,17.49776,17.1406,16.97132,16.90632,16.60825,QSO
1237655106763161628,166.859966154238,57.4954037146225,19.0629,18.85602,18.67353,18.65043,18.23052,QSO
1237657629520756746,154.896782816367,48.54071202596,18.74334,18.6506,18.43195,18.2405,17.87227,QSO
1237654953203335295,248.544792918874,46.5893247384731,18.10645,18.04135,18.10373,18.16242,17.72726,QSO
1237654952671969802,256.862347863795,35.5900183789898,19.53512,19.31918,18.94683,18.72425,18.40005,QSO
1237657632726188174,145.7666332612,49.6791563363822,19.48873,19.28311,18.7663,18.56877,18.19584,QSO
1237657632727498769,149.715322313672,51.1793862385968,17.72402,17.65464,17.80382,17.82186,17.33673,QSO
1237654880734019742,208.073315745373,4.93762905807413,19.47213,18.86139,18.45569,18.24644,17.91742,QSO
1237654879654051905,193.781371578991,4.46397902898515,19.20111,19.17584,18.98291,18.84748,18.36753,QSO
1237657773927235834,124.944033307617,31.7060515358585,19.35034,19.14076,18.55178,18.20249,17.75181,QSO
1237654654177050742,130.200452331478,46.4494800511565,18.69551,20.98458,20.31642,19.93781,19.47669,QSO
1237654653640376505,131.084528693345,46.471636905208,19.58362,19.47762,19.1525,18.95038,18.53586,QSO
1237657851233828969,152.131335228877,46.4981036889288,19.47407,19.26672,18.86963,18.586,17.93973,QSO
1237654652571484276,144.887920445442,52.9421471106887,19.11576,18.94532,18.70962,18.57379,18.08285,QSO
1237654610141184176,180.629169090623,65.1039019045371,19.47821,19.3218,18.95099,18.75857,18.3226,QSO
1237657856073531521,181.718512199713,51.9885325688319,19.22452,19.08264,18.97328,18.88551,18.62211,QSO
1237654606409891846,183.896411524466,5.83350507624504,19.17362,18.94374,18.72087,18.61929,18.41694,QSO
1237657857675296854,150.734283828343,47.8410535560359,19.50004,19.2932,19.20576,18.88223,18.39074,QSO
1237657858211971130,149.913540215889,48.0774716442537,18.2751,17.98089,17.90517,17.8199,17.49511,QSO
1237654604781781003,143.852960751935,3.19191270288943,18.32223,18.13596,18.0356,18.00795,17.42685,QSO
1237657858214658253,158.503211003838,50.6508603284686,19.06297,18.8452,18.64808,18.48701,18.0957,QSO
1237654601570320576,165.925289682819,4.84315039558897,19.53429,19.32418,19.077,18.92302,18.40067,QSO
1237654601565667493,155.181143766292,4.46616490609063,19.17167,19.04563,18.78584,18.53733,18.11956,QSO
1237654600494678156,161.544186003109,3.84202310801293,19.34694,19.06642,18.66305,18.47329,18.01518,QSO
1237654599956693048,159.065308138413,3.32133209109187,18.48937,18.30794,18.27467,18.22848,17.91713,QSO
1237654399150850352,158.56424194428,62.138459812576,19.4849,19.30588,18.97123,18.69251,18.24688,QSO
1237658199123296287,126.197630527342,30.4317273032211,18.90189,18.77151,18.69188,18.64032,18.16549,QSO
1237658201812762833,135.941572724314,39.3058613353672,19.52682,19.36557,19.03211,18.78376,18.3345,QSO
1237654381983367344,156.724217890855,59.0585349453327,19.20856,19.02427,18.87215,18.6715,18.25024,QSO
1237654381982253127,152.252175147047,57.9147618256352,19.1095,18.65421,18.4406,18.34282,17.86711,QSO
1237658204512714763,189.1337741286,49.8141724455152,17.86414,17.64872,17.66259,17.66659,17.27308,QSO
1237654031401484305,169.643096903759,3.53516038682342,19.08681,18.8907,18.65953,18.41922,18.04807,QSO
1237654030328463552,171.305729551286,2.82190094901662,19.2581,19.05662,18.98973,18.87548,18.22664,QSO
1237654028719292459,174.633339502783,1.57413499012283,18.0582,17.94185,17.9065,17.83157,17.425,QSO
1237658205028679693,127.416211369954,32.9707554785744,19.10767,18.85125,18.55236,18.38229,18.04348,QSO
1237658205031366868,133.379730464133,36.8333408337266,19.55256,19.26523,19.1022,18.98846,18.6284,QSO
1237658205061382299,226.85431698209,41.9576570179347,19.55481,19.06942,18.68652,18.47458,18.09597,QSO
1237654028718309423,172.368636503643,1.50645267079568,18.96771,18.61036,18.40532,18.14225,17.78037,QSO
1237653665256767497,145.178865507109,2.26594069037678,18.40821,18.26798,18.28202,18.26301,17.63362,QSO
1237658205588160541,195.347814398388,50.3083715967807,19.15948,18.84388,18.76256,18.5981,18.13861,QSO
1237653664715833352,135.897800719156,1.54009353349014,18.20223,18.00544,17.83539,17.82114,17.57753,QSO
1237653651843055667,19.0960393514289,14.4946122863715,17.69609,17.45152,17.36091,17.33769,17.00601,QSO
1237653619081019561,156.781049792058,60.4426648305987,19.1709,19.07074,18.79268,18.62737,18.00411,QSO
1237653614257045717,134.833046383372,51.775267632209,19.49507,19.28204,19.24287,18.98778,18.47777,QSO
1237658298992361643,147.461365756501,5.61769995711498,19.13787,19.03708,18.79561,18.69372,18.31491,QSO
1237658298993606821,150.361868775238,5.76841689129297,19.35616,19.24373,19.04571,18.73528,18.30926,QSO
1237658300055552267,123.379734966118,4.16372226940626,18.68549,18.5075,18.37056,18.1624,17.69331,QSO
1237658300061450571,136.837086896578,5.64257298220544,19.59295,19.35484,19.34088,19.30234,18.91221,QSO
1237653588481540246,120.630839864083,40.5037720134474,19.0751,18.85512,18.62467,18.37568,18.06095,QSO
1237653442449768453,354.641516112349,-9.01089264754475,18.30129,18.01735,17.81556,17.81974,17.47578,QSO
1237653441374322696,350.648591908627,-9.74391400295826,17.26541,17.09319,17.14805,17.14238,16.55548,QSO
1237653438155456773,346.826969433245,-8.87493160628334,19.18212,18.88583,18.70063,18.57963,18.37766,QSO
1237652947996377164,17.5518826424348,-9.44414242839192,19.06974,18.75242,18.51495,18.3301,17.96013,QSO
1237658303818104994,169.533084655983,59.4788615013485,19.5117,19.38161,19.31175,18.96689,18.41818,QSO
1237652947992838252,9.47386834005887,-9.55884356713762,19.03768,18.82458,18.86579,18.84292,18.45431,QSO
1237652947451183285,358.299450667309,-9.93456115780121,19.2141,18.88273,18.8363,18.77224,18.43264,QSO
1237652946922832075,18.1419489015702,-10.2060670720593,19.42286,19.28097,19.14209,19.02179,18.58895,QSO
1237652944240640105,340.130968040136,14.4040407270102,18.19967,17.98994,17.78386,17.75075,17.43941,QSO
1237652943694725283,319.219372481161,10.891739753302,18.26651,18.12141,18.02037,17.90863,17.64832,QSO
1237652943175483415,0.386798787710518,14.9355675434309,19.14305,19.06373,19.01452,18.75316,18.13702,QSO
1237658313476669597,178.911850419738,60.9913048809294,19.51393,19.07836,18.63391,18.46274,18.04366,QSO
1237658313480339572,196.255882582129,60.701371036781,19.49138,19.07731,18.78764,18.56514,18.19834,QSO
1237652942631796754,344.339477726742,13.5683711497044,18.80353,18.73989,18.73939,18.64386,18.17743,QSO
1237658424075485282,125.138854146391,4.00999973986842,18.59668,18.52276,18.35336,18.24809,17.93221,QSO
1237658424623169562,149.811913194792,6.94914709780655,18.66885,18.28818,18.13028,18.04172,17.79333,QSO
1237658424624808097,153.565616600477,7.17394550758222,19.15077,18.9288,18.78461,18.6171,18.26685,QSO
1237658491200995511,169.435555272719,8.49698699240368,19.10634,19.00357,18.90822,18.61526,18.21302,QSO
1237658492803678281,151.078749460006,8.41668953118153,18.43857,18.21577,18.2893,18.13677,17.61699,QSO
1237652900765696047,40.711895695105,-7.98729171610927,17.20736,17.02686,16.99361,17.05559,16.67315,QSO
1237652900756652162,19.830307917294,-9.62271523219993,19.30349,19.06005,18.99603,18.82772,18.38566,QSO
1237652900744921100,352.576283685088,-9.63397328633586,18.52281,18.41141,18.33213,18.30877,17.86573,QSO
1237658493358440519,192.477198780102,10.3856344358828,18.74044,18.66145,18.50305,18.33355,17.8531,QSO
1237658493360537622,197.252446807616,10.2331034062146,17.9944,17.85022,17.87641,17.85679,17.51443,QSO
1237652899690905629,38.2943117141607,-9.16134487271489,18.58643,18.244,18.08983,18.0928,17.72126,QSO
1237652899134439489,352.903460533487,-10.9439880422842,18.6423,18.79198,18.62396,18.4513,17.83774,QSO
1237652630716612693,17.1769089005567,-9.21158588684123,19.01045,18.7631,18.60322,18.44611,18.02122,QSO
1237651823251226763,227.345788084241,4.13986317242476,19.11866,18.86866,18.66249,18.53308,18.09837,QSO
1237651754551410749,189.591022525391,3.00673648296384,18.96821,18.65593,18.37081,18.24614,17.71662,QSO
1237658613597077558,188.636314632897,50.5605611846227,19.03748,18.9304,18.89092,18.74899,18.34339,QSO
1237651754541056186,166.012583860192,2.82972914143163,19.10695,19.01256,18.87281,18.81361,18.29064,QSO
1237651753485205596,206.84481531441,1.91804306679795,19.41071,19.1743,18.81516,18.51465,18.17551,QSO
1237651753464430595,159.302305770452,1.91222610010231,18.60911,18.56501,18.59794,18.53841,17.97626,QSO
1237651752934572035,175.340660122872,1.80099747948169,17.61639,17.53363,17.55824,17.58405,17.18799,QSO
1237651752930246685,165.536343753085,1.68672546209405,18.78909,18.57735,18.41994,18.38208,18.08049,QSO
1237651737384910935,219.635004480279,2.80116200911961,17.77252,17.66609,17.74126,17.78005,17.24825,QSO
1237651736837882015,196.343536825249,2.66260343381101,19.50529,19.325,19.23341,19.02802,18.75973,QSO
1237651736317067363,233.125930893942,1.66744245051566,18.91879,18.68072,18.71021,18.52857,18.11053,QSO
1237651736282923095,155.104812576369,2.08142865448429,18.79345,18.54572,18.53558,18.59523,17.90929,QSO
1237651736280760378,150.105193790442,1.98112954137272,18.81724,18.66527,18.54618,18.65984,18.54761,QSO
1237651735220715624,181.473981875235,1.53362436649973,18.82811,18.59955,18.46919,18.42786,18.04509,QSO
1237659119865954436,232.965558379793,43.7782720483942,18.99557,18.89708,18.63575,18.34471,17.85705,QSO
1237659120405905429,240.552447044473,39.6084866824982,18.82275,18.53481,18.5379,18.45451,17.88988,QSO
1237651715336765737,252.036421927869,43.9249923108056,19.33789,19.18003,19.04736,18.97528,18.49586,QSO
1237651714799370344,250.601256244896,44.7527402064979,18.18552,17.87473,17.78292,17.82599,17.36968,QSO
1237659131673444453,221.485545211216,48.394839473086,19.26849,18.81829,18.44649,18.22593,17.73663,QSO
1237651540334149708,238.135482062497,57.0877961065025,17.90796,17.8585,17.9655,18.06085,17.53161,QSO
1237659132214444045,233.170309959985,43.5403636706299,18.86605,18.81327,18.83867,18.77094,18.23582,QSO
1237659132742467749,206.411093726069,53.3992538361953,19.10161,19.05075,18.95058,18.89325,18.48424,QSO
1237659132754001952,239.808076781749,39.887982975966,18.88685,18.6615,18.51164,18.35028,17.98312,QSO
1237651539254378658,214.473704580392,65.0070347095631,19.14252,19.09815,18.89483,18.7449,18.05611,QSO
1237651539252150400,202.81505518719,66.926281202128,19.14416,18.90747,18.73529,18.70175,18.28659,QSO
1237659161743196246,250.91140453133,31.6149240821191,18.10314,17.91399,17.94894,17.91724,17.55546,QSO
1237651538717704310,214.828173582098,64.4049715056591,19.21152,19.23916,18.954,18.74712,18.06405,QSO
1237659324418949204,246.248751758543,38.2571626756321,18.56654,18.41431,18.32793,18.29148,17.82732,QSO
1237651505954160790,203.813406616648,1.09083825951318,19.21656,19.09,18.9557,18.8439,18.49041,QSO
1237651503806808204,204.117469274848,-0.557601124918173,18.4793,18.29025,18.19162,18.17366,17.80264,QSO
1237659327099764752,241.051324417141,45.8062908376367,17.92278,17.76067,17.72299,17.88617,17.36913,QSO
1237659330311487513,238.7749827202,45.8357614335428,17.74381,17.65664,17.7306,17.75357,17.42569,QSO
1237651298186756169,261.193348259705,60.605450033969,18.52441,18.41511,18.35371,18.33197,17.90499,QSO
1237659330316730603,249.525337526248,36.8314642107322,18.85944,18.66946,18.27783,18.1748,17.90267,QSO
1237659932149416099,16.9784664522757,47.5355881034992,18.54786,18.32115,18.09351,18.00326,17.758,QSO
1237651273499738137,132.380093949204,56.3273443690778,18.97269,18.69913,18.43616,18.3942,17.97809,QSO
1237651272423833674,127.885804446656,52.1951819681456,19.59061,19.36594,19.16448,18.96817,18.58682,QSO
1237660342865232021,152.150523026612,41.7144858550709,19.39213,19.16773,19.00128,18.86043,18.45413,QSO
1237660343400071196,146.422404102598,40.0048605374647,19.04381,18.67267,18.4228,18.38068,18.00933,QSO
1237660343931764761,133.432645538195,34.2414938614654,18.35091,18.19216,18.06049,18.08555,17.78652,QSO
1237651252561641582,135.471197918696,55.7782616440213,19.0682,18.98594,18.90797,18.81891,18.20876,QSO
1237660411575992351,137.538642010815,6.37254498419229,18.86024,18.60214,18.38932,18.35784,18.0648,QSO
1237660412113453298,138.933103164667,6.79047781652686,18.998,18.90977,18.83619,18.67759,18.24225,QSO
1237651252023394427,132.064946662583,53.379128946993,19.26695,19.25204,19.17968,19.11865,18.58011,QSO
1237660562967953606,119.204895591355,24.4369899995634,18.26455,18.004,17.83414,17.86625,17.44636,QSO
1237651251515883707,247.501422640313,45.2064054294674,18.69294,18.40889,18.33977,18.20956,17.74425,QSO
1237651251510771972,235.64300852308,54.0267704592088,19.5624,19.18494,18.63504,18.38647,17.98028,QSO
1237660584980381725,150.385389556095,9.04540886967597,19.06907,18.88564,18.71489,18.71422,18.21995,QSO
1237660615583924294,169.005436869862,10.7974080536025,19.51665,19.23952,18.87395,18.69923,18.34993,QSO
1237651250973573185,234.213650653337,54.2451736767219,19.18462,19.08978,18.94807,18.87059,18.32395,QSO
1237660634923401383,162.26388587542,44.7328786386423,19.33419,18.96659,18.68153,18.53877,18.29747,QSO
1237660634927726698,176.151414461511,46.7091457407199,18.97526,18.69549,18.77787,18.63131,18.17327,QSO
1237660635445067830,123.996799068954,27.6854167758053,17.43399,17.28918,17.44359,17.40861,17.09284,QSO
1237660635456667755,151.371094874434,42.2134916380481,19.0793,18.91376,18.52224,18.27219,17.97298,QSO
1237660635464990743,177.277763894982,47.2310471555674,18.92561,18.72379,18.52246,18.43128,17.92528,QSO
1237660635993276447,150.43824700864,42.2157787209961,18.52711,18.38922,18.39167,18.40707,17.88564,QSO
1237660635997601865,163.432687840342,45.6782281596225,18.91477,18.5138,18.428,18.43105,18.15199,QSO
1237651249884495990,165.360633866003,62.7003435537486,19.35415,19.18854,19.12943,18.99038,18.69744,QSO
1237660669816275075,151.258525976109,10.0599375035869,19.32629,19.17982,19.06342,19.00176,18.44259,QSO
1237651192431378455,129.40178882905,51.7516569064762,18.72108,18.50933,18.54058,18.50946,18.07695,QSO
1237660935017070758,132.666494252231,54.6314795503749,19.17721,18.84316,18.52982,18.29625,17.60637,QSO
1237651191891165383,122.495531449507,45.7172140710689,19.38124,19.1367,18.67593,18.38169,17.82522,QSO
1237660958105141375,118.268677171777,21.9291110138754,17.64528,17.42621,17.30852,17.36869,16.76476,QSO
1237660958644044112,121.823221909711,25.2996473835057,19.27673,19.08286,18.6622,18.36985,18.02692,QSO
1237661064953135116,149.51366312398,10.093600437138,18.91802,18.91936,18.91503,18.70008,18.08876,QSO
1237651190817292320,123.306814594208,44.8075574566749,18.67104,18.43585,18.36284,18.36816,17.95395,QSO
1237661069256097821,168.218436806637,14.095638379878,17.39644,17.35139,17.45241,17.53834,17.06138,QSO
1237661070317650120,139.876324505519,11.1483388376411,17.23267,17.115,17.13111,17.15207,16.69181,QSO
1237661070317977663,140.589164832167,11.4105108577845,19.2525,19.10633,19.05278,18.91125,18.42025,QSO
1237650795676827889,131.791272112614,-0.315469853511717,19.12165,18.93817,19.00433,18.93472,18.54592,QSO
1237650760241447080,176.296576125866,-3.66389624613017,19.59479,19.28037,18.87046,18.662,18.29709,QSO
1237661126144295103,116.296959608709,19.3286025316984,18.40724,18.17513,18.09265,18.11448,17.89555,QSO
1237661126147506390,122.468746688643,23.7961226610587,19.37872,19.32794,19.2851,19.154,18.64721,QSO
1237661126150848759,129.388954862489,28.2419610499254,19.38315,19.16829,18.95765,18.81982,18.40463,QSO
1237650371020783663,184.523241576106,-2.25105143883078,18.83462,18.68892,18.58136,18.49398,17.81503,QSO
1237650371020062840,182.921143347205,-2.23076137123732,19.39236,19.20842,18.50954,18.17649,17.71573,QSO
1237649964069486717,58.3137097531784,-4.9446658162805,19.36018,19.08618,18.82596,18.58457,18.1501,QSO
1237649963528093837,48.034073813414,-6.62671101018584,19.46744,19.01609,18.66944,18.55962,18.18192,QSO
1237661138496126986,151.505450529154,37.7820462511974,18.81054,18.6573,18.4026,18.12831,17.65426,QSO
1237649962990108807,45.6142520725399,-7.32798594305262,19.37234,19.13081,18.57158,18.12826,17.6207,QSO
1237649919508152540,28.0920247618436,13.5709598237397,19.47904,19.22772,18.85447,18.61799,18.34519,QSO
1237661151915409422,195.991226477641,50.1106397858815,18.34143,18.12088,18.02928,18.01325,17.70435,QSO
1237649918969315368,23.3941274272763,13.5414121942648,18.81678,18.55961,18.26237,18.12642,17.77408,QSO
1237649918969249914,23.2428141825391,13.5660356841042,19.04831,18.73937,18.46501,18.27913,17.83813,QSO
1237649918429102122,15.5409530921535,13.5313431516369,18.24194,18.05444,17.94122,17.89115,17.56719,QSO
1237661352706506777,181.574175781708,57.2340266266144,18.75742,18.5861,18.68846,18.68373,18.34213,QSO
1237648722323570817,223.67680080653,0.647667464005759,19.25613,18.94559,18.6862,18.49781,18.06396,QSO
1237648722317672500,210.144622835455,0.792616944343723,18.97034,18.81746,18.52934,18.28318,17.71205,QSO
1237648722313084985,199.682753812439,0.792267103359701,18.47168,18.43873,18.36107,18.25515,17.82352,QSO
1237648722311118888,195.246680698032,0.751294153150666,18.86798,18.61067,18.27794,18.19525,17.81102,QSO
1237648722294997208,158.411177482557,0.707358904473151,19.46434,19.13161,18.61824,18.38221,18.06882,QSO
1237661355936710739,194.661326054892,45.9209913418426,19.10184,18.94644,18.71209,18.57657,18.08625,QSO
1237661357545947198,190.243544805927,47.5505718269485,19.42236,19.24845,18.92435,18.77803,18.36278,QSO
1237661358608482352,153.53106942431,44.0488544956587,18.78858,18.48475,18.24217,18.21214,17.83034,QSO
1237661358608744515,154.330637028928,44.2844960344329,18.24243,17.80379,17.65415,17.56291,17.19726,QSO
1237648720173662500,218.129106802398,-0.874700741748828,19.54209,19.30508,18.85174,18.6471,18.17288,QSO
1237648703525159224,233.181951962678,-0.72847013000749,19.56468,19.43684,19.12527,19.14694,18.50595,QSO
1237648704041648230,186.67262471801,-0.334744674635689,19.10057,18.95741,18.82275,18.80048,18.31625,QSO
1237648704063209601,235.934480901989,-0.247824211048843,17.7343,17.71738,17.59658,17.64906,17.22013,QSO
1237648704600867261,237.752255722577,0.201601663441078,19.18944,18.92939,18.36455,18.13379,17.71727,QSO
